epoch,train_loss,val_loss
1,194.36956383296422,161.6877401224772
2,156.91074010031565,164.31976725260418
3,143.8127314376831,176.13286272684732
4,138.16772277287075,153.32508885701498
5,122.42516924721853,140.86672083536783
6,110.67617271968297,122.3542763264974
7,101.37047589983258,137.68781219482423
8,98.06189001355852,116.3412185160319
9,91.4664228439331,140.41660369873046
10,87.21076689038958,107.2064564259847
11,84.94262217930385,105.82201990763346
12,81.98935170309885,134.6153697713216
13,79.9003536932809,115.600515238444
14,77.78275830405099,112.20539123535156
15,78.4749902507237,148.76885693868002
16,85.96417704990932,115.15628433227539
17,77.96541580200196,110.34767631530762
18,69.50131308691842,104.218865331014
19,70.68877435411726,132.736882425944
20,66.53898827144077,124.1233443959554
21,66.58056237357003,106.92529299418132
22,69.79090445382255,110.41790692647298
23,63.17112294878279,120.26104072570801
24,63.81401965822492,112.25469835917156
25,70.1099205998012,123.3931938680013
26,65.92145369121006,107.78363301595051
27,61.79301944187709,118.00309735616048
28,57.180739901406426,110.61127410888672
29,58.099799706595284,119.94095858256023
30,56.79220742906843,109.63078503926594
31,59.54904226030622,133.6289963277181
32,57.413474646977015,132.8369116719564
33,54.458886686052594,115.249146194458
34,55.44980360031128,130.92803784688314
35,65.36044908251081,126.67828374226887
36,52.721276288713725,117.18824935913086
37,51.74904539108277,120.61650998433431
38,50.92708987372262,116.32041989644368
39,49.196902157919745,144.48940643310547
40,49.22133901323591,120.0497917175293
41,51.56621496200562,118.06005162556966
42,51.29410695484707,137.2681080118815
43,49.964065519060405,126.20443473815918
44,47.31488706861224,126.2062940979004
45,48.09448327200754,123.95448684692383
46,45.99357036318098,129.167946879069
47,45.77637457711356,130.60328587849935
48,45.07881954738072,137.50311612447103
49,45.99539767401559,124.07674942016601
50,47.454197823660714,129.8104266611735
