epoch,train_loss,val_loss
1,113.8867771748134,75.47382174173991
2,40.32395207950047,34.26975949605306
3,30.631088425772532,29.88376361846924
4,25.685454980305263,31.690154253641765
5,21.924359354291642,21.548464183807372
6,19.216650111334665,27.20024184544881
7,19.002962139674594,24.192593612670898
8,18.25509838104248,19.759434623718263
9,16.437550601959227,20.131265659332275
10,15.7968443775177,21.355162601470948
11,14.734964897292,18.91114568074544
12,15.792083574022566,20.478733666737874
13,14.547187203679766,19.311646493275962
14,13.286584556443351,21.514786084493
15,13.218426879474094,20.884849694569905
16,12.068491345814296,18.746212749481202
17,13.719596124376569,19.47424985249837
18,11.663935747146606,18.90611447016398
19,11.421528403418405,24.00219171524048
20,11.351871756144932,19.837200298309327
21,12.584318036351885,21.04510201772054
22,9.903070865358625,18.409029439290364
23,9.995258156231472,18.02235311508179
24,9.925356344154903,18.389275226593018
25,10.275160072871618,16.986814699172974
26,10.08721929550171,17.916168797810872
27,9.358763659340994,19.273693860371907
28,8.795483840874263,19.04117254892985
29,9.633569634982518,19.579648145039876
30,8.872040057182312,21.9747594388326
31,8.520274973596845,17.05031617482503
32,8.162848350661141,18.092833474477132
33,8.334549669538225,17.14594643910726
34,9.07595459324973,17.11962443669637
35,8.187073114599501,17.207647145589192
36,7.496282439231873,18.837416280110677
37,7.9706541773251125,16.804865188598633
38,6.957370102405548,18.785367050170898
39,7.3524796884400505,16.991357383728026
40,6.868238252231053,19.359040387471516
41,7.153166937828064,18.998191979726155
42,6.814800317287445,18.134817295074463
43,6.4804928030286515,17.339328962961833
44,7.044345973559788,18.14838390350342
45,6.646815705639975,19.41586627960205
46,5.855937103543963,19.388243719736735
47,5.691335462502071,19.833018226623537
48,5.9573914991106305,18.053807067871094
49,5.601828973633903,19.120920689900718
50,5.669120788233621,18.181835180918377
