epoch,train_loss,val_loss
1,10.077622164317539,8.385462532043457
2,8.463724917684283,6.704353253046672
3,7.328267531735556,6.009530868530273
4,6.905508441584451,5.975462945302327
5,6.3951349023410256,6.497035163243612
6,5.964526933601924,7.158726590474447
7,5.474796254294259,4.944330687522888
8,5.089053515366145,5.014169031778971
9,4.843255952766963,5.1778485965728756
10,4.590126798152924,4.558284387588501
11,4.182985968930381,4.752174763679505
12,3.9787860885688238,5.3278726323445635
13,3.815665285246713,4.914458257357279
14,3.8018236320359367,4.841962989171346
15,3.4342516234942844,5.002716099421184
16,3.250571390049798,4.582554481824239
17,3.5024323664392742,5.1872852532068885
18,3.130706056867327,4.869906210899353
19,3.081465619972774,4.3843818267186485
20,2.7865055290290286,4.864770342508952
21,2.840944289309638,4.256783477465311
22,2.4672910244124275,4.334336681365967
23,2.6691239745276314,4.314581492741903
24,2.484551570756095,5.021743667920431
25,2.3154849084786004,4.2031987857818605
26,2.6127291122504643,4.8024921178817745
27,2.473536571434566,4.409003114700317
28,2.140856428316661,4.041390724182129
29,2.2125610172748567,4.082526671886444
30,2.0874530860355924,4.1234994316101075
31,1.9674990216323307,5.316082630157471
32,1.9289085577215468,4.006668323675791
33,1.8388718450069428,4.028181087970734
34,1.8009945269993373,5.511652657190958
35,1.880704738497734,4.052849006652832
36,1.6606648250988552,4.5064445122083026
37,1.6869560638495853,4.256103418668111
38,1.5918979847431183,4.2917408148447675
39,1.6159323348317827,4.824223008155823
40,1.5712847445692335,4.509443808396657
41,1.6367703091246741,4.329345041910807
42,1.5132512265443803,4.425497714678446
43,1.3454867460046496,4.468172783851624
44,1.3961790447575706,4.25789940516154
45,1.369191996199744,4.359751273790995
46,1.2890904797826495,4.3594648615519205
47,1.3275975323574885,4.423222708702087
48,1.1030911447320666,4.206508088111877
49,1.1956974975551877,4.1840892632802325
50,1.2006821297747747,4.314904588063558
